ID;Owner;Artist;Title;Duration;URL;Lyrics;Genre
349135342;115837;вертепъ;"4 - РУССКИЕ ГОРКИ";224;http://cs6212.vk.me/u3766027/audios/890aa872b4b4.mp3?extra=hOCTwub8-hIqVlVKdJ_R8NCB2xCWnBtu8GFT0tXPczTbh_I_9P6cEDoJ15zsM08FdaMJAmQsgqyIB_a-jn_JCNi8lGmyMeA;;
349135318;115837;вертепъ;"5- ДОМ";333;http://cs6212.vk.me/u3766027/audios/b87816f6e567.mp3?extra=fQgxjcHhO_gOQoC_7gtv88O0Ewsik1SGNaLIX6UwNFcJdBV7Ho3I0VWEVJd8wRocfOLYFwo4Lr9gU8mr9eJc1j9p2eqoawU;;
349135273;115837;вертепъ;"7 - ЛОДОЧКА";253;http://cs6212.vk.me/u3766027/audios/b03cd506770f.mp3?extra=eUQbEZgeC6UVAJkvZtQJ-NIRqiq3k3D7omdAh2EDW5w5tyf1h6Mcd3I1ZCrtOkJOuNg5NJXSiirdWHJCOUaG6O180gnwLa0;;
349135002;115837;"Роман Смирнов ""Вертепъ""";"Эй мужик";227;http://cs1-21v4.vk-cdn.net/p29/caa5141680a61a.mp3?extra=bGx5a_LbcEvD70uPaMXj51hcksWazuDby0ux7QUzmlI_MTDI_O2JZ9bVIMXuN0Y6iMNhwtKBGoT0OdVScQ0xjmaulotgj6c;;
328056281;115837;"Christina Aguilera";"You Lost M";290;http://cs1-35v4.vk-cdn.net/p12/ef7fc73e1bbec7.mp3?extra=I-9YZyh0jYMT5XNOE_LgIz_5hzLQHPo4Q5QkWA6causHbVp3CxhLXFAJ735ZkpFys5u_FLBdBKMMc3ixo_06zEueLFTSJ1c;;18
324034648;115837;"Вика Дюльгер";"Супермен (Atelyeah prod)";150;http://cs521212.vk.me/u9754420/audios/b563185b5d8a.mp3?extra=f-Rj7IIMRfuxa4WPSxzha3gZMIGEAhq4hWiAROhVyk1Rn0JY_Il5XcowwG0tM2yt8cfcoZoEzPZjvnZ9RtZ4_ebsL4_D_gU;;
324026954;115837;"Erikah Badu";"Love of My Life Worldwide (feat.  Bahamadia, Queen Latifah &amp; Angie Stone)";326;http://cs1-16v4.vk-cdn.net/p31/711c195316c458.mp3?extra=0WwfpXhdRZzp0UjWP6-14nnJ1KGMj5pSL7yWVClfnuGIfGUzvcPNgigtWM_JQhkdps5qqDLEEI2z_ePejQWujJSP9KAZBe8;;18
305154338;115837;Pomplamoose;"Do you remember the 21st night of September?";176;http://cs1-16v4.vk-cdn.net/p26/cf11c48e155df0.mp3?extra=RYruxRL8OvWq8h6Z_qzEGtty02gXu25idtAbG9ID41CKf4mj1rZr-3PmzVtF-9eQ6oPH9bB7skhkfdKSBd0sbPm5Ga5GVOY;19907296;18
300355539;115837;"  Tocadisco";"No Blues (Original Mix) ";396;http://cs1-38v4.vk-cdn.net/p1/363e7ab1707351.mp3?extra=MzmEmLNPX8GtpUI0hKc5sg3YGQZNnOSidlHU8mRGfUZUmd9IzwzFUgHqLlpAwBBEbEE4CrzYQWmPkuaRRfcBsRUOloyOk5M;76862022;18
300353989;115837;"Duke Dumont";"No Money Blues feat. Extra Curricular (Original Mix) [ft]";351;http://cs1-40v4.vk-cdn.net/p8/20d92d472bbb2e.mp3?extra=NFzD69Ud1hTjnXiXTpsJFP7agwL8OfxpOI42u4RtPrxfJMyQ2OMwvjXCMALC31qdEaQvN7yKbw8OFpmYyQgha9SiHLqHiE0;36094854;
286228560;115837;"Тина Кузнецова";"Зимой летом ";267;http://cs1-21v4.vk-cdn.net/p29/c1208e0fcdb842.mp3?extra=dylBveraozx6vgdlH_lzDP6E0Gbr-v4DjHpEoqrnNjxRTq_LdASJf4CKQ-n9ss5VNyv0sl0DeVd5EYNDP1JjSEtvM5rvBkQ;;9
284472932;115837;" Тина Кузнецова";Ваня;161;http://cs1-44v4.vk-cdn.net/p1/055854f2588e8e.mp3?extra=V8-vjb1TS4TastzAif97OW3HlRsDrDePCtdyyDy49eKCXGgf2FAOSFRAuRhY2T5Y26WNkQketp4wY6Mzioo8HKUDpi6eOsg;134701867;9
280961032;115837;Misterwives;"Reflections (Gryffin Remix)";323;http://cs1-51v4.vk-cdn.net/p13/1ee1ae8c1c6c59.mp3?extra=71iIEwEMjlR7JV219oVL8acCDqj_ENGd8OCsmrf2nklruT88PEF0QNHyPd4cNcsH1TPS15UgAi3IDHa4LLKQ1B4Qb_5I4uw;169374684;18
271181985;115837;"Nat King Cole ";"Quizas, Quizas, Quizas -  (Perhaps, Perhaps, Perhaps)";165;http://cs1-33v4.vk-cdn.net/p21/a69b4210a9c12a.mp3?extra=ZG-Jo4oKsi75rDUFGRkX7WZETm9oibn8L3AemgL13H-0YTQ1alttKBZvPson_neIIESQ_9vruphVpg4YDe8TRmb067a1rLY;5775430;18
270953223;115837;Krec;"Она (2014)";179;http://cs1-37v4.vk-cdn.net/p4/053a417e612368.mp3?extra=pcSpRDcQl_0oOYtuBsfCp7sXLGhf0xanX_GOkZTwPSMUhRN6M8H4khS8eyw13a84i-IEizFJb2jubIP0KBOeNP04f-46cG4;;9
265439043;115837;Imany;"You Will Never Know (Ivan Spell &amp; Daniel Magre Reboot) (Radio Record)";299;http://cs1-50v4.vk-cdn.net/p10/4194cd6100d5d6.mp3?extra=xe2ML-WzcrN0_Rfql2Slc1dW5GsETcGY5cCZxF6JnVAyG_5xOF5FH1XuPq7zFikR7IGurzR86n8i0ZefSK_wcOdIbgclC4o;156199482;5
265235569;115837;"Chase &amp; Status";"In Love (feat. Jenna G)";353;http://cs1-26v4.vk-cdn.net/p7/9798cd4cc9e6cc.mp3?extra=K1FVPD2-EMVJOC5RKXfHA8-EOgJv0Mij4mf_HkYCeKaiJoYyCpq6HD_kf3ULpauIzxjdqSMpQpVCIMaBh4WIkHuahSD-n6o;26245645;18
260770090;115837;"Moon Boots";"Love Strong";309;http://cs1-33v4.vk-cdn.net/p19/30f21f44d5f0ca.mp3?extra=PBY-DJOwZoOIRYE_69l7Emd1H06ZmSFSk_zrsMUXoVOg3K-3dy1HvI8YOAK7CypSgvwmWYPdjW3DhvysDYTfEOg-DhHWyZs;87418302;5
260770054;115837;"Tamara Saul";"Biggie Say My Name [Girls Love Beyonce Bootleg]";189;http://cs1-24v4.vk-cdn.net/p20/38c09580e2aa25.mp3?extra=xgIISq9KSN6mp_rR9fTicMcMDyDVaXdqLA059FDNVkwaMBkWm51E_tX2Ixqhnj71a1FUNANz43bVXI4BFXi_886fz1jtijs;;
260770045;115837;"Isaac Tichauer";"Doing What I Got";317;http://cs1-32v4.vk-cdn.net/p10/48bdd2d367c99c.mp3?extra=8S6E6kzepVUoeCJFEvqty5eUWBXY0XpqCivrvA-WHE2A0jWmYeIebsLETFwiemE4gxuiHTo8ojyajEzxQ4V0TGOwL1QcDvM;25947831;18
260769996;115837;"Only Children";"Down Fever(коммерция!)";169;http://cs1-18v4.vk-cdn.net/p33/101bfc39cc21ca.mp3?extra=DJRtvUGZ1wXSfO1l-rolnMFsRFdbINY84gGtZQBNx1-3VMTVFcifmL6HnPEFiDnmb-hez_ogPYq_AtgIP9U8H9m_IqQcyWk;;18
255705350;115837;" Goldroom";"Fifteen ft. Chela (Saul Sweet remix)";275;http://cs1-46v4.vk-cdn.net/p4/d6b2e1f862ece8.mp3?extra=rfpq0FzEpsDPCblAqv5EZ1DHH5I0vOSLaWg6vEBuVh3mhtKAEBAzX4-BZTBiv6Pv_QraFstJOPQ4mkzZWx7A5ACSXYaAy-M;46438171;
254352059;115837;"Knyazev Sister's Band";"Маме (Elvira T cover)";170;http://cs536402.vk.me/u2075258/audios/cdd4a24d0953.mp3?extra=61qW4gJanCT0JXApYnylZBdeWqM0_C-4gwVuFiP5ISu77EjGm0hhfGJVpOJwa_TwhriofHxk0SCgD1Vt23RnrhXhyjkc8kA;;9
248344605;115837;"Вика Дюльгер";"Эй, кареглазый!";140;http://cs1-21v4.vk-cdn.net/p3/a036b01c357b78.mp3?extra=6KOtVVYsUXiSyZ5Kcx485_81rlN0oGMcNr4slPn0NbqTMwaMya8ty55m7m_8Hqfd3qYwa7C6Q7JAk_r3E2oBHYBXz3t8zMg;;18
244718177;115837;"Maroon 5";"Last chance";297;http://cs1-37v4.vk-cdn.net/p14/1d3db5b90fb11a.mp3?extra=hp1FlMUpuHyFWKxDDhSU4efTSxXpjjjTBjz5m027tD7dMogpZswpqnVoe_ysQIXdrKk_54xRkC8UqFlUaFuAWWNUiV2UaUg;6904382;2
244697531;115837;"Ellie Goulding";Burn;234;http://cs1-50v4.vk-cdn.net/p7/7de0c1d6a680bb.mp3?extra=HVz88mSVM4s5jLYh0rKkBkA9EH-nSqbahMD9dhvroRm943VySz8E458ExHn9UO_pFSULX1ssKaUSeyBOXPg9dEP18-SNhuA;102208462;2
